03-Jan-22,1697.38
04-Jan-22,1711.26
05-Jan-22,1798.3
06-Jan-22,1798.635
07-Jan-22,1774.97
10-Jan-22,1780.495
11-Jan-22,1779.435
12-Jan-22,1794.465
13-Jan-22,1822.41
14-Jan-22,1819.92
17-Jan-22,1834.02
18-Jan-22,1815.645
19-Jan-22,1808.755
20-Jan-22,1726.03
21-Jan-22,1633.305
24-Jan-22,1570.795
25-Jan-22,1552.635
27-Jan-22,1536.055
28-Jan-22,1520
31-Jan-22,1568.985
01-Feb-22,1589.205
02-Feb-22,1670.69
03-Feb-22,1633.99
04-Feb-22,1620.195
07-Feb-22,1570.92
08-Feb-22,1597.52
09-Feb-22,1626.355
10-Feb-22,1638.92
11-Feb-22,1610.395
14-Feb-22,1568.13
15-Feb-22,1636.58
16-Feb-22,1627.995
17-Feb-22,1617.555
18-Feb-22,1610.13
21-Feb-22,1600.405
22-Feb-22,1622.23
23-Feb-22,1614.645
24-Feb-22,1524.64
25-Feb-22,1577.165
28-Feb-22,1600.735
02-Mar-22,1606.19
03-Mar-22,1570.135
04-Mar-22,1532.995
07-Mar-22,1436.82
08-Mar-22,1445.61
09-Mar-22,1501.885
10-Mar-22,1546.695
11-Mar-22,1556.485
14-Mar-22,1567.19
15-Mar-22,1570.905
16-Mar-22,1611.695
17-Mar-22,1637.74
21-Mar-22,1617.73
22-Mar-22,1650.095
23-Mar-22,1639.375
24-Mar-22,1637.755
25-Mar-22,1634.085
28-Mar-22,1651.9
29-Mar-22,1649.68
30-Mar-22,1712.75
31-Mar-22,1705.215
01-Apr-22,1713.405
04-Apr-22,1718.655
05-Apr-22,1681.885
06-Apr-22,1671.81
07-Apr-22,1656.455
08-Apr-22,1673.375
11-Apr-22,1657.405
12-Apr-22,1630.575
13-Apr-22,1608.18
18-Apr-22,1582.05
19-Apr-22,1568.905
20-Apr-22,1550.91
21-Apr-22,1583.485
22-Apr-22,1545.005
25-Apr-22,1526.32
26-Apr-22,1542.635
27-Apr-22,1482.855
28-Apr-22,1501.38
29-Apr-22,1490.845
02-May-22,1495.09
04-May-22,1432.54
05-May-22,1413.63
06-May-22,1364.35
09-May-22,1377.55
10-May-22,1362.645
11-May-22,1331.87
12-May-22,1284.895
13-May-22,1261.37
16-May-22,1266.385
17-May-22,1297.365
18-May-22,1275.88
19-May-22,1240.87
20-May-22,1256.215
23-May-22,1257.365
24-May-22,1235.975
25-May-22,1240.22
26-May-22,1247.305
27-May-22,1276.6
30-May-22,1293
31-May-22,1291.4
01-Jun-22,1259.875
02-Jun-22,1296.14
03-Jun-22,1269.105
06-Jun-22,1252.055
07-Jun-22,1233.635
08-Jun-22,1246.4
09-Jun-22,1247.43
10-Jun-22,1225.065
13-Jun-22,1139.09
14-Jun-22,1133.48
15-Jun-22,1181.385
16-Jun-22,1147.45
17-Jun-22,1175.84
20-Jun-22,1171.32
21-Jun-22,1173.51
22-Jun-22,1143.5
23-Jun-22,1156.02
24-Jun-22,1158.12
27-Jun-22,1159.48
28-Jun-22,1136.32
29-Jun-22,1111.445
30-Jun-22,1092.93
01-Jul-22,1132.635
04-Jul-22,1138.175
05-Jul-22,1151.915
06-Jul-22,1204.255
07-Jul-22,1196.58
08-Jul-22,1200.48
11-Jul-22,1193.265
12-Jul-22,1186
13-Jul-22,1176.905
14-Jul-22,1173.085
15-Jul-22,1183.89
18-Jul-22,1224.665
19-Jul-22,1244.53
20-Jul-22,1241.73
21-Jul-22,1271.825
22-Jul-22,1274.105
25-Jul-22,1261.065
26-Jul-22,1331.475
27-Jul-22,1330.315
28-Jul-22,1465.23
29-Jul-22,1503.93
01-Aug-22,1507.23
02-Aug-22,1521.575
03-Aug-22,1524.365
04-Aug-22,1517.89
05-Aug-22,1508.895
08-Aug-22,1553.42
10-Aug-22,1564.325
11-Aug-22,1572.93
12-Aug-22,1577.035
16-Aug-22,1591.43
17-Aug-22,1682.855
18-Aug-22,1681.075
19-Aug-22,1629.285
22-Aug-22,1587.265
23-Aug-22,1630.925
24-Aug-22,1632.815
25-Aug-22,1624.645
26-Aug-22,1628.755
29-Aug-22,1608.675
30-Aug-22,1696.67
01-Sep-22,1740.4
02-Sep-22,1733.115
05-Sep-22,1737.565
06-Sep-22,1697.43
07-Sep-22,1705.645
08-Sep-22,1738.145
09-Sep-22,1720.265
12-Sep-22,1715.78
13-Sep-22,1784.45
14-Sep-22,1806.1
15-Sep-22,1772
16-Sep-22,1735.1
19-Sep-22,1766.15
20-Sep-22,1802.8
21-Sep-22,1801.95
22-Sep-22,1771.85
23-Sep-22,1722.25
26-Sep-22,1677.45
27-Sep-22,1679.65
28-Sep-22,1651.05
29-Sep-22,1635.6
30-Sep-22,1678.6
03-Oct-22,1646.05
04-Oct-22,1701.5
06-Oct-22,1710.05
07-Oct-22,1699.3
10-Oct-22,1684.1
11-Oct-22,1673.5
12-Oct-22,1694.4
13-Oct-22,1681.35
14-Oct-22,1688.45
17-Oct-22,1718.8
18-Oct-22,1725.85
19-Oct-22,1698.9
20-Oct-22,1725.25
21-Oct-22,1684
24-Oct-22,1702.55
25-Oct-22,1659.05
27-Oct-22,1631.2
28-Oct-22,1653.3
31-Oct-22,1687.75
01-Nov-22,1708.6
02-Nov-22,1711.1
03-Nov-22,1723.25
04-Nov-22,1801.7
07-Nov-22,1777.45
09-Nov-22,1753.5
10-Nov-22,1700.2
11-Nov-22,1718.25
14-Nov-22,1718.35
15-Nov-22,1705.35
16-Nov-22,1685.75
17-Nov-22,1664.6
18-Nov-22,1654.65
21-Nov-22,1635.2
22-Nov-22,1643.15
23-Nov-22,1635.95
24-Nov-22,1634.15
25-Nov-22,1633.25
28-Nov-22,1653.15
29-Nov-22,1632.2
30-Nov-22,1626.8
01-Dec-22,1639.05
02-Dec-22,1642.95
05-Dec-22,1634
06-Dec-22,1635.25
07-Dec-22,1607
08-Dec-22,1618.1
09-Dec-22,1598.45
12-Dec-22,1591.95
13-Dec-22,1611.2
14-Dec-22,1622.6
15-Dec-22,1603.45
16-Dec-22,1587.2
19-Dec-22,1618.9
20-Dec-22,1615.15
21-Dec-22,1584.75
22-Dec-22,1544.4
23-Dec-22,1497.05
26-Dec-22,1534.95
27-Dec-22,1537.7
28-Dec-22,1524.45
29-Dec-22,1514.9
30-Dec-22,1548.45
02-Jan-23,1552.4
03-Jan-23,1563.25
04-Jan-23,1547.45
05-Jan-23,1468.55
06-Jan-23,1429.9
09-Jan-23,1412.65
10-Jan-23,1413.5
11-Jan-23,1400.1
12-Jan-23,1387.85
13-Jan-23,1391.6
16-Jan-23,1384.3
17-Jan-23,1373.05
18-Jan-23,1366.7
19-Jan-23,1354.65
20-Jan-23,1333.25
23-Jan-23,1332.55
24-Jan-23,1332.9
25-Jan-23,1314.75
27-Jan-23,1314.85
30-Jan-23,1344
31-Jan-23,1343.15
01-Feb-23,1267.3
02-Feb-23,1271.95
03-Feb-23,1337.5
06-Feb-23,1343
07-Feb-23,1351.2
08-Feb-23,1369
09-Feb-23,1400.5
10-Feb-23,1401.35
13-Feb-23,1388
14-Feb-23,1399.7
15-Feb-23,1419.85
16-Feb-23,1426.5
17-Feb-23,1413.9
20-Feb-23,1404.95
21-Feb-23,1393.7
22-Feb-23,1361.3
23-Feb-23,1347.55
24-Feb-23,1358.9
27-Feb-23,1358.25
28-Feb-23,1334.25
01-Mar-23,1344.6
02-Mar-23,1343.4
03-Mar-23,1355.2
06-Mar-23,1381.4
08-Mar-23,1379.95
09-Mar-23,1352.75
10-Mar-23,1328.7
13-Mar-23,1295.9
14-Mar-23,1281.15
15-Mar-23,1282.2
16-Mar-23,1295.2
17-Mar-23,1301.05
20-Mar-23,1245.8
21-Mar-23,1267.35
22-Mar-23,1294.6
23-Mar-23,1290.25
24-Mar-23,1241.05
27-Mar-23,1239.2
28-Mar-23,1223.2
29-Mar-23,1245.3
31-Mar-23,1266.35
03-Apr-23,1282.35
05-Apr-23,1279.35
06-Apr-23,1303.65
10-Apr-23,1304.95
11-Apr-23,1323.35
12-Apr-23,1321.45
13-Apr-23,1340.8
17-Apr-23,1340.25
18-Apr-23,1335.1
19-Apr-23,1331.35
20-Apr-23,1331.6
21-Apr-23,1316.7
24-Apr-23,1319.15
25-Apr-23,1345.95
26-Apr-23,1334.65
27-Apr-23,1359.95
28-Apr-23,1351.35
02-May-23,1349.1
03-May-23,1346.25
04-May-23,1374.05
05-May-23,1359.55
08-May-23,1404.75
09-May-23,1407.9
10-May-23,1413.75
11-May-23,1419.7
12-May-23,1423.4
15-May-23,1421.3
16-May-23,1428.35
17-May-23,1415.3
18-May-23,1415
19-May-23,1415.85
22-May-23,1412.8
23-May-23,1437.55
24-May-23,1426
25-May-23,1427.35
26-May-23,1438.05
29-May-23,1449.65
30-May-23,1465.25
31-May-23,1452.7
01-Jun-23,1450.4
02-Jun-23,1456.55
05-Jun-23,1458.7
06-Jun-23,1475
07-Jun-23,1481.05
08-Jun-23,1467.4
09-Jun-23,1466.05
12-Jun-23,1465.65
13-Jun-23,1487.5
14-Jun-23,1480.25
15-Jun-23,1475.95
16-Jun-23,1508.5
19-Jun-23,1541.9
20-Jun-23,1521.15
21-Jun-23,1519.1
22-Jun-23,1508.5
23-Jun-23,1501.6
26-Jun-23,1508.5
27-Jun-23,1522.4
28-Jun-23,1518.5
30-Jun-23,1527.35
03-Jul-23,1540.65
04-Jul-23,1629.45
05-Jul-23,1614.7
06-Jul-23,1620.1
07-Jul-23,1614.45
10-Jul-23,1598.4
11-Jul-23,1592.5
12-Jul-23,1592.3
13-Jul-23,1616.3
14-Jul-23,1614.05
17-Jul-23,1610.65
18-Jul-23,1617.65
19-Jul-23,1644.15
20-Jul-23,1635.15
21-Jul-23,1631
24-Jul-23,1657.7
25-Jul-23,1648.25
26-Jul-23,1625.65
27-Jul-23,1612.3
28-Jul-23,1584.15
31-Jul-23,1598.35
01-Aug-23,1572.45
02-Aug-23,1526.95
03-Aug-23,1494.9
04-Aug-23,1486.1
07-Aug-23,1507.5
08-Aug-23,1515.95
09-Aug-23,1516.25
10-Aug-23,1519.55
11-Aug-23,1503.05
14-Aug-23,1482.1
16-Aug-23,1469.4
17-Aug-23,1477.15
18-Aug-23,1459.6
21-Aug-23,1478.55
22-Aug-23,1467.5
23-Aug-23,1470.05
24-Aug-23,1469.1
25-Aug-23,1503.8
28-Aug-23,1499.25
29-Aug-23,1504.5
30-Aug-23,1501.8
31-Aug-23,1488.25
01-Sep-23,1513.7
04-Sep-23,1510.05
05-Sep-23,1509.55
06-Sep-23,1519.4
07-Sep-23,1519.3
08-Sep-23,1540.6
11-Sep-23,1549.4
12-Sep-23,1543.65
13-Sep-23,1552.35
14-Sep-23,1550.75
15-Sep-23,1538.35
18-Sep-23,1559.15
20-Sep-23,1551.2
21-Sep-23,1525.3
22-Sep-23,1542.3
25-Sep-23,1576.75
26-Sep-23,1567.95
27-Sep-23,1566.15
28-Sep-23,1539.2
29-Sep-23,1540.45
03-Oct-23,1560.5
04-Oct-23,1532.25
05-Oct-23,1542.45
06-Oct-23,1632.8
09-Oct-23,1620.65
10-Oct-23,1633.15
11-Oct-23,1635.8
12-Oct-23,1634.35
13-Oct-23,1646.2
16-Oct-23,1641.55
17-Oct-23,1657.4
18-Oct-23,1628.4
19-Oct-23,1634.45
20-Oct-23,1635.3
23-Oct-23,1611.8
25-Oct-23,1609.95
26-Oct-23,1559
27-Oct-23,1566
30-Oct-23,1560.5
31-Oct-23,1567.7
01-Nov-23,1573.55
02-Nov-23,1575.7
03-Nov-23,1538.3
06-Nov-23,1564.2
07-Nov-23,1569.75
08-Nov-23,1575.5
09-Nov-23,1583.05
10-Nov-23,1595.95
